1-gram,*/*
WYL,1237479
UIU,1237033
GWY,1235038
BYG,1233913
EXF,1232223
PEV,1231275
EUZ,1229893
SOX,1229012
AWC,1228559
NAX,1227784
WII,1227585
GUD,1226774
MMM,1225340
FSA,1224280
UYO,1223865
GPU,1223436
DGL,1223279
TWH,1223226
KUD,1221349
CPR,1216178
ZIZ,1216152
KAV,1214748
KOI,1214569
MUJ,1212627
MSF,1212193
PSB,1211086
ZPA,1210761
TZP,1210761
WOH,1208294
LXV,1206136
EVL,1205694
OTZ,1200836
BHI,1200597
BUX,1198952
XBU,1197456
CRS,1197188
MCB,1195954
EBV,1195545
CDE,1195192
ASN,1194826
DSK,1192549
HGA,1192218
CSC,1191571
PGA,1190881
IWI,1190557
NIJ,1185459
NTB,1185263
PYS,1184926
RRS,1184567
RKR,1183026
ZAW,1182856
LNI,1181277
HFO,1178213
DFL,1177666
CMU,1177537
IIE,1177198
MCE,1176406
SPD,1173254
TUK,1173071
WDL,1172982
WEC,1171763
MMT,1167792
SYK,1167520
RMP,1167320
OBH,1164701
ZHN,1164246
AGT,1163803
AHD,1162797
FIM,1162022
FUI,1161965
URW,1161749
RNN,1160608
NLR,1160325
NTD,1159618
LUY,1158382
ESF,1157632
WSY,1153157
DIH,1152432
YTA,1152308
ZAD,1148562
LKM,1148453
IAA,1147753
YXI,1146662
BOF,1146652
LKT,1146261
IOZ,1145216
YMY,1144439
DNU,1142548
CKC,1140460
BIJ,1138013
TZH,1137414
UDN,1135771
MHC,1135659
GPL,1134098
CMO,1129123
DAO,1128962
UIO,1128923
SHD,1123885
KUY,1120761
JOW,1119049
YVO,1118232
IIC,1117858
XYT,1117289
MYD,1117088
SII,1116762
KRS,1116443
JUK,1114827
HUP,1112304
IWE,1110715
LAJ,1106635
APD,1103127
EUW,1101682
XOS,1100940
RRN,1100347
OTK,1100162
JAE,1099757
GUZ,1098918
SQQ,1095729
AAB,1094537
ZLY,1093449
MNC,1092246
MOX,1091957
LWY,1089947
JAX,1088524
DLU,1085756
OVY,1084564
CRT,1083871
OUJ,1083314
WCE,1082720
CHK,1081166
WDU,1079676
TEY,1078724
PSK,1076459
YVA,1076390
CMP,1073235
DGU,1072877
RSW,1072589
EPB,1070950
TYE,1070939
YNY,1070452
ZAH,1069607
JAT,1069359
EUF,1068703
LYX,1065860
FEO,1063866
MUY,1062277
CWT,1062123
GSA,1061662
AVV,1061211
SHS,1060605
WEX,1058427
HUK,1058274
AWG,1058121
NEK,1056789
SYE,1055226
OUK,1055053
CCC,1055052
QRS,1054724
CEZ,1052527
ITV,1052215
BCH,1051916
EXL,1049823
UIM,1047565
OKC,1047245
AIJ,1047159
JID,1045876
OBW,1045680
ELZ,1045143
BYN,1043600
AFD,1041051
OSV,1040099
UPK,1039396
YWI,1038651
EBN,1038389
LCY,1037901
IIH,1037539
FHE,1036180
GAK,1036167
CUV,1035931
DOK,1034540
WGI,1032732
OHS,1032389
DWY,1031622
AKW,1030386
YFL,1030165
FOT,1029967
PSS,1029631
UEC,1025692
JEJ,1022721
FIQ,1021066
IHN,1020692
TAZ,1018104
MGA,1017493
EEO,1015930
ZEO,1015903
ANR,1015451
LRU,1015140
VCR,1014069
OIK,1013105
RFD,1011027
YGD,1009857
MYG,1009857
YEK,1009726
MMP,1009425
QAE,1008411
UKT,1007664
MTS,1007434
WOD,1006677
KYI,1003096
MGR,1002458
RZB,1002271
WSR,1000688
CNN,1000311
WSG,998076
CCD,996909
HYX,996149
VOX,993102
PCA,991427
WDN,991195
ZEG,990276
MVI,990157
FJO,988579
TNF,986710
LRB,986580
HSE,986235
FTR,985703
GMB,982022
AYP,981254
LSR,980989
VEU,976370
YLS,975986
UEY,975694
FDC,975551
EKO,973933
ZLO,973728
EKT,971646
UZO,971592
PAJ,968074
PAA,967858
GTA,964963
ABM,963588
WSM,963263
DFE,962384
KYE,961672
CFC,960826
JRA,960802
HSP,959488
KAA,956446
MBY,955886
YUM,954462
GHM,954421
EGT,953608
DSB,953573
AAF,952303
SGT,951474
FAA,949191
MHA,948836
FEZ,947238
CDU,947237
KIV,945949
HLU,944644
HYE,943073
TSF,942717
SUJ,939007
YNB,937125
RIW,936393
ATB,934516
IOH,932542
TZT,932149
WSC,932136
UMD,931409
ORZ,930044
IOO,929092
UZC,928443
HLB,925147
AGW,925125
MYN,924598
IBT,923409
VVY,922409
TZB,920614
IZM,919699
HCP,917508
LUH,917364
YUL,915608
OYT,915602
CIQ,915537
LTP,915228
OVN,914062
TIW,913514
LFD,913244
AZQ,913036
ZQU,913036
AJR,912574
UHE,911260
LFP,910445
PVT,910201
MKI,909973
OPD,908532
MLU,907799
DPH,907567
TOH,906836
KUK,906062
BMU,905622
OOB,904472
AAP,903327
YAQ,902201
VLE,901833
KSK,901740
EEU,900692
VIJ,897691
QUM,894130
UMR,894130
NPS,893049
RFC,892912
MNY,891921
VEK,891541
NCC,890514
NTT,889941
HOX,889236
GIQ,886910
WTE,886863
IAU,885986
UAH,885947
EJI,885941
SMT,884759
MPN,884496
KJA,883243
HSL,882937
DJI,881977
THG,881104
AEP,880160
YBU,880073
EMG,880000
KAK,879810
YEG,878453
LSL,877830
UJU,877246
FTU,876672
FRG,875056
IPC,869692
YVI,869396
LTW,868974
WEF,868008
UZM,867634
EOA,867153
SCM,866462
FUD,865074
LKO,864565
IJK,863967
EDP,863595
EZY,863379
GSW,862801
KSW,861894
FOB,857265
LYV,856543
RBC,855132
KCL,854472
CMC,854039
IAF,853515
XMA,852268
NGG,852132
GHR,851752
EIH,851293
XYZ,850358
DMS,848304
DSS,847884
JNA,847217
SEJ,847017
KOG,845143
DKI,844270
MIY,843968
YAZ,843191
CBC,842168
RUJ,840490
AAK,840193
KTU,839773
KTR,839213
RLM,837831
RKD,835582
TIJ,834062
TVO,833657
GWR,830806
YIT,830603
TSV,830428
MEQ,829557
AZD,829420
EWG,828287
WGA,828287
RVU,827270
IGF,826434
WFL,826322
EKY,824547
CPM,824237
YUE,823939
POH,821509
GTZ,819272
IUT,819193
EOX,816878
CEG,816339
SDL,816043
OGT,814865
MBP,814514
OUZ,813889
ACF,812979
FDE,812429
FSO,812340
AUQ,812220
JHA,811484
TVE,811428
DZE,811252
GGP,810567
TBY,810078
IKT,809503
BUP,809417
MMH,808408
MHG,808408
SNC,808377
YMC,807142
SRC,806814
NND,806527
NRC,805443
BFA,804861
WOS,804064
VGO,803451
OVG,803451
LDP,803337
GAF,801130
CSE,799508
RRM,799026
AUI,796000
NFT,795818
OEW,795628
FOV,795555
KHY,794628
UDP,793770
WYS,793511
CDA,793359
DGY,793170
PLS,792442
AVG,791080
ZAE,790870
XNE,789893
OKW,789765
SFR,786780
KAE,786273
MTO,785921
YOI,784927
HTG,784454
UPF,784307
XPT,783914
RIH,783912
LUJ,783624
YYA,783529
KUZ,782274
OAO,781670
YYI,780897
IMH,780680
YTR,780038
MDR,779334
YII,778691
WOP,778345
ODT,776207
APC,775626
CYH,775582
BVR,774030
ZDA,773916
IUN,773050
UXO,772320
QOS,772231
IGW,771658
LTK,769374
YPL,768718
WNC,767892
DLL,766110
RLH,764536
EXX,764505
XXO,764505
IFN,764411
YDS,762674
YEY,759015
THK,757565
IHM,757039
VIF,757002
KMT,756633
VNA,755448
MCR,753186
ZIU,752705
BCS,750425
ZOV,748301
WFA,748063
YOV,747466
PEJ,746617
XIR,746144
UZI,745997
DCR,745301
OIB,744417
HUJ,744284
MSU,743624
CMV,741250
PUY,740075
BFO,739719
TZV,738842
JIK,738008
DUH,737102
TNC,737052
DHC,736870
IZV,736780
FUH,736774
ADZ,735838
AEZ,733311
CTY,733051
RFF,732704
EPN,731515
ODV,731200
IYE,730802
PCC,730351
ZNI,730244
DUQ,730054
CAX,729481
YTU,729041
EKM,727437
PSP,726861
FSU,726615
GBE,725632
BYW,724863
MLL,724749
VPN,722473
KVA,721894
YLK,721477
EKB,721440
SNR,721423
BYV,721226
CBM,720750
YCR,720237
FAZ,719188
FFT,719106
AIO,719029
DTR,718917
TUY,716755
NGP,716651
CSA,715667
YHW,715636
GZH,714816
VEJ,714648
VAX,714287
NCZ,714063
KIF,714005
RZL,713637
YUB,713355
PHP,710388
BOZ,710284
PRS,709716
SYG,708975
RDF,708914
TDS,708892
WNG,704825
MTP,704200
GSU,703604
KMO,703141
ITG,702725
ICD,702076
UGD,701291
NDQ,701223
CCT,700201
IMC,700095
OGW,699265
SHG,699192
ULH,697216
VAY,696565
ZHI,694431
BEX,694150
ETD,693289
TLC,692960
GAH,691400
QBA,690386
IQB,690386
YEV,690385
GTP,690252
JIE,690107
NRS,689869
QIS,687873
HCG,686005
FCS,684479
PMS,683696
KRY,682708
PCM,682405
TMS,681252
PYN,680656
HSV,680459
VYG,679975
UMG,678739
CNR,678476
EXN,678196
OSF,676486
PYM,676446
WUP,674875
MCT,673289
BEB,672843
GRS,671801
ASZ,671613
GGU,670905
UYU,670165
KOZ,669995
ZRO,669737
TZR,669737
ATG,669368
CDR,668617
OWK,668357
MAQ,666661
POF,666628
CBA,666106
DBC,665806
EDK,664962
FPE,664613
RPC,664463
FTB,663758
NPV,663612
GOX,663595
VUR,662415
GMY,661753
HEJ,661725
VEP,661324
SPC,660014
TTN,659695
CRM,659629
ZVE,658598
GMP,658320
KMS,657811
YNU,657622
WYM,656298
EMK,656239
TUX,655815
ATD,655790
DCE,654919
OXU,654015
BII,654006
POZ,653200
GMT,652886
MGO,650203
HNQ,650151
JME,649620
CMD,648991
XOL,648087
NAJ,646989
PCP,646594
QAT,646513
TCI,645424
VLS,645024
ICM,644481
OCD,643806
UOK,642805
UFR,642370
XEI,641871
CFS,640264
BMW,640102
JII,639782
MFL,639709
FPA,638439
BJP,638064
WYT,637676
VYA,636655
YDG,636391
SIH,636368
NRH,635933
TEJ,635778
JSP,634453
WWI,633474
YSQ,632864
YAU,632709
AXM,632552
HKO,632290
JOZ,631315
FFH,631255
UXA,631035
PTF,629712
YTW,628754
TIY,628685
ODZ,628557
CDM,627913
JFK,627909
SNM,627686
APG,627578
OXC,627084
HUO,626855
GSM,626210
IBW,626117
MRP,625779
GCL,625642
AAG,622901
EGB,621516
CLR,619977
TYO,618316
FRC,617192
DUX,616362
TCE,616286
CVD,616075
RVL,616011
AYK,615829
YKH,615829
RGB,615133
CAQ,614928
KIW,614237
RJA,614196
AKP,613346
NPC,610717
VAZ,610061
SCC,609991
IJH,609795
JHO,609795
OAA,609687
JOP,608581
CNU,607767
OFN,606587
OKR,606411
OSD,603482
GHY,603233
SYA,602816
IDF,602631
WNB,601571
JEZ,601094
AAV,601081
UYG,600981
PPB,600369
OPW,600189
SUU,599685
JTH,599669
LCD,599631
YGY,599344
MKE,599197
UDB,597963
FSR,597330
PDI,597229
BRD,596669
FRS,596272
CPP,595337
LNO,594945
MUO,594444
NYP,594252
SGS,593268
DPR,592891
XAD,592021
EIX,591981
MSM,590993
ZVA,590916
WOC,589384
KGS,589032
IJN,588660
IRH,588454
HIQ,588034
TQM,587878
ICB,587820
NZW,587647
USZ,587596
GSP,587290
CPC,587173
JEK,587034
CLS,586729
SPF,586652
VYW,584598
UYV,584420
XOC,583985
LJU,583643
NPH,582933
HEH,581588
NLV,581365
SMC,581086
YLP,579826
MIJ,579704
YCU,579328
PWE,579104
UIK,578834
KFE,578484
AGC,578214
CBD,577798
KOY,577744
KJV,577361
GZE,576783
IPF,575620
KPE,575175
GII,573218
WSS,573143
NHC,572596
IKR,571894
EOK,570809
CPL,570798
GDI,570472
LWR,570366
RIR,569015
FME,567117
CPT,566185
AJJ,565467
NFF,565234
CFT,564814
WIK,564460
WLB,564100
JOF,563999
DLC,563552
MTV,563481
AUA,562702
FEK,562578
SYI,562567
BCC,562231
EFD,560881
LKB,560346
FGO,560139
QUU,559937
RKG,559865
PEQ,559044
FSK,558709
LNF,558683
NMP,558531
YAY,557931
ECM,557635
KUI,557427
OKF,555863
OSZ,555750
QIA,555439
TZW,555301
HOZ,554865
HVE,554731
EVD,553821
VYN,553594
WMO,552528
MYX,552498
RMB,552258
SFS,552103
KSL,551996
CUY,551039
AUJ,549887
IAW,549880
PTM,549371
IYO,549074
IFC,547772
HCI,547771
QAD,547401
HWY,546981
RSZ,546974
CRP,546710
IDC,546358
DHS,546297
ECJ,545447
OMC,545258
AFP,545211
WND,545199
NUJ,545101
KMU,544111
MRE,543885
NZB,543868
WLT,543564
HVA,542601
HHS,542402
GCH,541272
ZNE,539883
UZN,539883
OXH,539368
UZY,539329
UKK,536454
ZUG,535961
CYO,535801
RCM,534843
AJN,533687
RGN,533470
DTO,531228
PSL,530593
GNR,530097
UDC,529444
GRM,528699
UDF,528649
PDS,527847
HBS,527809
CKJ,526753
CGA,526125
JPE,525916
IUE,525447
GHQ,524381
YUP,523663
MYK,523072
GOK,522982
KUF,522823
UOQ,522022
RCP,522006
KDE,520941
CHP,520683
SAZ,520218
DIQ,520028
AZR,519983
GTU,519969
AOD,519961
OTF,518569
HPV,517782
WLO,516640
AOK,516315
JHE,516224
XYR,516006
IAK,515974
OLQ,515436
BFI,515409
TAQ,515094
HFE,514972
YOO,514874
BCG,514458
MWI,514029
YPU,513593
BNT,512034
NYC,511824
IVF,511614
PTT,510261
CSP,509502
FCP,509184
OIF,508718
GEU,508683
UUN,507619
TYB,506863
YSR,505799
FMS,505682
DYW,504595
TGF,504366
ZAV,504006
MBF,503024
CYG,503014
HBV,502925
BLS,502813
NZU,502212
WFI,501678
AFM,501342
EYG,501279
LIW,500621
MCQ,500346
KOA,499606
XHU,499604
NMD,499560
TUU,499447
CNC,499074
YLM,499065
KBP,498870
RJI,498074
MCV,497777
AFC,497401
KOJ,494742
KTE,494469
RSQ,494265
CBT,493832
PDP,493670
PSD,493236
PFC,491622
XSL,491554
SNP,490559
OUW,489264
NPT,489149
MLN,489066
YGL,488770
CSM,488040
AEB,487991
MDS,487339
CCS,486964
PML,485366
CDI,485330
IMK,485024
RYZ,484596
JPN,484274
TEQ,483756
WSD,483160
SMR,482744
PDO,482427
ICZ,482421
PNI,482363
RZY,481062
GYZ,481037
YRG,481037
DAQ,480617
TNT,480407
ZOH,480283
HRD,479708
TDI,479610
GUF,478998
FLP,478542
ASF,478481
OZL,478285
FLG,477708
FEP,477703
ZEZ,476813
JYA,476583
AJY,476583
MCW,476461
EJB,476255
MCS,475890
GRP,474111
IKL,472450
JEP,472030
AMK,471674
WPI,471474
MOJ,471441
NKW,471390
CVS,471209
CCY,470845
LBJ,470524
PRK,469986
VOB,469425
RSR,469124
MPC,468840
NFS,468820
XAR,468673
KFR,468375
GOZ,465358
YSK,465294
DTL,464580
JCS,462819
OGB,462414
IEJ,462198
PFR,462180
PUJ,462175
VCH,460814
YAE,460541
XYP,460192
XIU,459744
MBB,459486
NUK,459406
CSR,459357
TLS,459278
CBI,458544
QAS,458130
ICJ,457853
DUU,456641
MTR,456417
EMC,456118
MNU,456003
TDM,455927
NHL,455467
ZCA,455127
DTS,454997
PCT,454384
FOP,454009
FYO,453976
MFA,453613
WUZ,453292
EDV,453270
FFD,453028
VNT,452490
ECB,452403
EMT,452159
VPO,451384
TZL,451129
MND,451101
UKS,450709
JOO,450267
JIS,450202
IRQ,450011
TZO,449668
PNG,449667
ZYL,449362
VTH,448567
YKO,448119
MTD,447652
OHD,447191
CML,446790
VBA,444970
GVE,444651
VDS,444642
SSK,443864
YNM,443495
YTL,443149
IBD,442706
POB,442381
TLV,441435
PFL,440849
CBF,440784
ZYI,439822
BIW,439709
CHG,438904
LPM,438395
MUB,438268
UMW,438260
GCS,438013
MSW,437700
FTM,437328
VHD,437220
JAQ,437186
XOM,436681
UFG,436573
LPU,436078
BVO,435794
ZNA,435445
ZUO,435210
ZOB,434449
PDR,433875
YLT,433461
PNP,433368
USR,432807
APW,432768
IPK,432736
UXB,431888
HYI,431626
TSS,431525
LNG,431276
LVY,430606
RZI,430167
BSH,427732
KYD,427676
FEX,427590
AFB,427126
VOV,427000
ADK,426436
TVS,426316
FEF,425951
YRC,425349
ZIJ,425160
PCH,425069
HOJ,423605
PMU,423426
BGE,423419
BPL,422314
HRT,422276
LCS,421355
KCO,421267
BLM,421217
LCL,421201
JOM,420359
PKA,420241
GEZ,420092
KEC,419811
ASV,419351
CCF,418925
OCN,417822
NYX,417088
IEI,417061
MTA,416982
FNA,416343
LZN,416144
OAZ,415801
HNY,415696
ECQ,415497
TKY,414948
TTK,414948
SHP,414364
YKI,414216
WYK,414111
OZN,414067
CVI,413221
ALJ,413085
VOE,412931
VHF,412815
FOK,412769
BEP,412366
JPA,411971
NBS,411583
SKV,410709
MDI,410496
UKY,409657
DRG,409561
JIW,409313
CRF,408302
VHS,408030
MMC,407934
KUE,407918
MEJ,407867
SZL,407851
WNU,407461
RPY,406977
AHT,406825
VND,405933
TZK,404049
BIX,403444
KYW,403443
FBA,403035
NKV,402456
KVD,402456
KGU,401844
SJI,401577
ASJ,401577
DTV,401127
GYO,400431
OXL,400352
LYF,399886
PMM,399751
WEM,399361
JKS,399197
WAW,399042
YIM,398606
IWW,397081
BCR,397056
BMD,396957
PPT,396955
IUC,396601
UCN,396601
IJE,396450
NKC,396152
IEY,395409
GSG,395189
NSJ,394975
PRP,394947
GTS,394539
CIX,394445
TDR,393894
YKS,393478
BZW,392936
SLT,392625
KUC,391096
TCD,388960
MMR,388339
SHH,388147
AUU,387979
PAF,387594
HSS,387403
HRK,387198
HCV,386586
TRS,386386
VLL,386280
NFP,386050
OIV,385975
GLC,385629
PYH,385093
AXS,384938
YQU,384882
NYQ,384882
DTP,384516
PBA,383889
ZWA,383685
NGX,383424
GXI,383424
WUH,382036
TRP,381544
FAQ,380854
RNK,380538
UXH,380234
YKN,379000
OKT,378393
UHF,378330
GFL,378258
TGI,377957
TTW,377906
OZC,377763
ZKO,377545
DDM,377167
ICF,376757
SDP,376646
NZH,376491
KSS,376094
UUS,375388
XAE,375213
LJA,374677
BLJ,374677
GCC,373004
BRZ,372695
OCP,371992
MLR,371736
DCC,371709
CSU,371664
BMP,371250
DFT,371095
JLI,370034
AJL,370034
XBR,369942
AGB,369657
ZHD,369538
HYU,369485
PRL,369458
CPO,369428
RNC,368787
SRH,368778
PLL,368408
GHK,368024
DTD,367989
OMK,367907
PSM,367588
PCF,367022
KAJ,366808
DHP,366454
KSD,366182
PSF,366030
EPD,365076
CPD,363530
MSN,363510
UKD,363502
FPS,363146
THV,363096
YGN,361405
DPS,361058
YOW,361005
YAJ,360380
FSC,359945
HMG,359185
IHL,358744
VSE,358660
OXS,358627
IIG,358604
BPD,358023
MRC,357423
CYI,356745
CGT,356548
ZOY,356502
EYK,356490
YKJ,356490
SCF,356227
TRH,356071
YWC,355947
VGL,355884
ZFE,355595
OAI,355480
PPD,355251
GSR,354967
OVL,354772
KSU,354691
IMT,354230
FML,354106
SFC,353347
IJM,353299
WTS,353258
OIO,353197
WBC,353140
KIY,353105
CWI,353018
ZOU,352174
BBB,352057
MSL,352003
CPE,351783
UIJ,351620
AHH,351230
CUJ,350700
YUH,350518
LZM,349781
KKH,349555
XLY,349351
XPS,349210
WBY,348544
PMN,348527
KHW,347598
UPJ,346355
PJO,346355
PBL,345761
IEA,345703
GFP,345235
FGR,345193
TDN,344371
RDK,344335
LIY,344290
DPP,343728
AMZ,343651
FAF,343386
ZVI,342907
DSD,342239
UOX,341115
HPS,340995
CTV,340860
EBH,340566
TJO,340174
NTJ,340174
LGH,340121
ALQ,340005
HLS,340001
CDF,339855
PKC,338436
YSV,337902
JNO,337827
CSD,337652
IPX,337114
FSS,336747
IIO,336732
CMN,336661
XYC,336426
BPH,335860
PFO,335569
RYX,335533
EEQ,335390
DBS,335062
VHI,334997
RYU,334995
XCV,334890
DCI,334653
PNS,333921
WEU,333709
SKB,333294
IQS,333011
RFM,332722
DFS,332396
KJE,331688
GZI,331202
HPO,330936
KKU,330686
ZSI,330683
VAV,330572
OMD,330102
SKJ,330056
KJO,330056
IGC,329853
GPM,329655
YLH,329388
YFE,329344
CYX,329236
CBO,329059
KWR,329009
ZNS,327845
LYK,327350
NLD,326930
CVE,326889
FEH,325504
GUH,324664
CNT,324324
EWK,324090
MLS,323969
CFM,323907
FCR,323664
WMD,323612
EMD,323517
OZS,323382
BRN,323218
YJA,322830
PYJ,322830
MKH,322346
HFR,322005
TPN,321272
WAJ,320025
TCM,319842
TMP,319715
MFN,319675
CCK,319259
VIH,319213
EBM,318938
YUD,317918
MHS,317856
SVP,317358
FDM,316976
RSG,316842
CDP,316735
XOI,315991
KYP,315580
MPP,315566
NKJ,315536
BGO,315253
UGR,314278
SDF,314192
WWF,313986
RFP,313198
XRD,312333
KYN,312035
ZEV,311942
UMH,311915
XFA,311833
CPB,311466
SBC,309551
NUZ,309535
BJA,309456
IJD,308865
FDP,308497
MHD,308251
MDL,308011
PDM,307851
KRT,307518
CNO,307470
JDB,307337
IZD,307249
AEI,306973
FIP,306950
NLM,306554
HIY,306352
PCL,306303
RFT,306214
TFS,305759
SBS,305240
CZI,305011
WUT,304889
KGO,304038
NKG,304038
AGF,303360
NPD,302608
BYD,302583
BGP,301418
TMJ,300696
HRP,300569
UGW,300189
CGM,300139
VAQ,299808
FLS,299584
UVU,299418
RVN,299212
OPJ,299019
PJE,299019
MRT,298568
EKG,298528
LCC,298391
WLR,298304
CFU,298054
PBX,297442
RVS,297011
PSG,296751
ZEW,296662
XUN,296370
AJM,296321
SND,295458
CFO,295377
DWT,295377
IHC,295189
CCM,295093
ORJ,294599
UTV,294440
NPN,294040
FIU,293937
CLV,293877
BPM,293626
NYU,293472
PDC,293408
OPG,293179
DYB,292955
LTN,292534
XYA,292289
RCC,292209
YSW,292130
ZAF,291948
XOU,291731
SCT,291392
EOH,291338
LZI,291083
KKO,290612
TCC,289908
LPG,289852
PMT,289425
YDB,288752
YHA,288589
LCK,288531
VCS,288352
EYP,288237
WFP,287943
HHI,287937
WLD,287793
SLR,287630
JIU,286361
OIP,285701
APF,285342
ZNO,285158
UHO,285131
VOP,284955
DRC,284899
UYN,284647
CWA,284471
VMS,284224
HKA,283727
HDT,283711
LMQ,283678
EBK,283670
BKN,283670
YLB,283177
IKY,283052
QCD,282526
HLG,282408
PVA,282042
HUV,281864
LLV,281767
DRZ,281584
ZEJ,281584
HYK,280847
UDM,280816
AAU,280740
ZEF,280516
VGA,279315
PYW,278902
FPR,278752
UKL,278726
FMR,278411
CDT,277916
QUT,277799
LPW,276980
ESG,276739
IID,276646
CTC,276620
ZKR,276574
MVP,276116
AZH,276095
IGD,276037
HLT,275884
WCR,275849
TPS,275530
YZS,275431
ZST,275431
OFY,275428
PEH,275394
PRT,275339
XEU,275263
RCQ,274940
PII,274849
XMO,274421
EXM,274421
VLD,273890
PNA,273738
HPR,273453
QNS,272660
FDD,272321
NLS,272293
NCN,272240
UPM,272211
EUA,272008
BOJ,271753
XHT,271532
HDY,271283
ECF,271168
HHA,270913
BTH,270370
FHY,269459
AAI,269458
TYX,269420
TRC,269155
EQQ,269154
SCP,268844
SCN,268256
UZH,268049
BMJ,267796
CLL,266962
HLM,266877
FMC,266828
DRV,266678
YOZ,266665
TOJ,266598
VNI,266419
FLN,266257
FSL,266222
SLN,266222
VSS,266038
CGS,265729
PLP,265576
AAH,265344
JAJ,265247
DLS,265171
DNP,265040
FRP,264873
SPX,264382
AQS,264222
XEY,263999
JFE,263665
HBC,263664
MFC,263615
DDC,263195
DLP,262973
GBU,262895
TTT,262831
KKN,262687
CKK,262687
FWH,262022
WHM,262022
OEG,261851
VYS,260917
KCR,260508
AEE,260326
XSE,259165
PGS,259029
NLF,258559
ZIF,257944
QLD,257878
LTT,257212
CLT,257151
ZTS,256966
QSA,256676
ABP,256538
CVP,256200
SMP,256199
BGL,255693
BHP,255359
TFP,255233
DCT,255179
CPG,255163
HSW,255022
MGH,254960
ZAJ,254637
IDJ,254605
LRC,254160
YSD,254091
UHI,253853
AUW,253784
FPC,253482
QOL,253272
PLR,252976
KIU,252797
ZBI,252077
CFD,251971
BMC,251545
MFS,250926
HBH,250528
BHB,250528
YXE,250459
GJI,250393
NGJ,250393
JIR,250286
ALX,249782
ETV,249679
ICQ,249636
WCC,248198
FAP,248029
TLL,248019
MHI,247427
IMD,247225
DSR,247126
DNB,245739
DVT,245706
DNR,245668
CAZ,244815
WNA,244800
TLN,244757
SPM,244160
GIK,243905
PRD,243865
AQA,243712
QAB,243712
WOJ,243328
UAU,243262
KGA,243256
PDG,243150
DGF,243150
FSM,242482
UFB,242448
HCC,242333
XIK,241632
LPC,241555
VOZ,241514
PPC,241410
MUA,241157
OWG,241087
LHY,241037
DMZ,240846
PCE,240741
RHS,240699
MTB,240398
TYG,240319
PHC,240124
RHW,239913
OXW,239888
XWO,239888
BCP,239871
KPD,239620
GML,239141
SGM,239141
POQ,238892
XYM,238389
TLU,238206
VBS,237728
IGV,236453
WHU,236213
XMI,236093
AJC,235434
TRW,235150
MRU,235084
RTP,235067
GSK,234576
DTC,234086
OEE,233696
SWR,233312
OEP,233168
PVD,233056
OPN,232632
JPL,232456
ZAY,232153
FDN,232064
WTP,231784
BUA,231768
GNG,231399
BYH,230860
PKU,230714
DHH,230685
VNE,230407
LMB,230405
LCM,230393
UHM,230372
PLD,230280
HCN,229793
CVA,229414
TYW,229238
CDD,229041
WTU,228946
EJM,228492
MTF,228420
CMM,228217
CTW,228098
YAI,227003
CGH,226073
VUD,225946
MFG,225811
AVP,225417
ABK,225036
WUM,224733
BRS,224719
WDM,224064
GMC,223794
DZI,223779
PRN,223591
RUU,223562
SIW,223394
PNC,223296
CXI,223238
PGO,223231
YAA,223207
VAO,223110
FDG,222982
PTP,222969
RLL,222453
XUE,222342
SLP,222169
TWY,221849
YUZ,221832
OYU,221832
FYF,221276
IUG,220912
YEC,220849
NMS,220764
MMF,220702
GNL,220052
DAJ,219984
HSB,219756
BMT,219537
RLV,219534
PGP,219497
KBY,219485
LBM,219146
FTT,217878
NRR,217812
NPP,217640
FPG,217380
CRH,217077
SDY,216929
MDU,216740
EOY,216733
SDH,216330
GBS,216242
TJE,215817
ETJ,215817
UDV,215757
GOH,215429
EZB,214998
ZBO,214998
JAA,214877
OUY,214846
MTC,214605
NCP,214511
SLS,214336
GVH,214179
PRZ,214146
SVC,214038
HTP,213881
OGF,213693
CFP,213621
WDH,213557
OFC,213490
TWP,213457
LHR,213436
TXT,213129
WMS,213051
DDD,212927
ZSA,212921
IZS,212921
EFN,212739
RZK,212547
MNR,212294
YOA,211791
WNM,211547
CGL,211529
TGL,211529
PSR,211486
